OID_,IN_FID,NEAR_FID,NEAR_DIST,NEAR_RANK,FROM_X,FROM_Y,NEAR_X,NEAR_Y,NEAR_ANGLE
90,3,5,24.487696749413153,6,-123.781582597999943,39.512277930000039,-123.781521355999985,39.512493328000062,12.419925622002198
91,3,7,35.171935950930312,7,-123.781582597999943,39.512277930000039,-123.781527402999984,39.512591824000026,7.756059345510189
92,3,42,39.479994003230061,8,-123.781582597999943,39.512277930000039,-123.781979398999965,39.512456761000067,-59.807367940438624
93,3,16,40.247349960996885,9,-123.781582597999943,39.512277930000039,-123.781372005999970,39.512601662000066,26.742343361930445
94,3,8,42.864628779492236,10,-123.781582597999943,39.512277930000039,-123.781548472999987,39.512663104000069,3.925757536304231
95,3,15,44.257395299671835,11,-123.781582597999943,39.512277930000039,-123.781379832999960,39.512644310000042,23.203531998635913
96,3,9,48.705371510346701,12,-123.781582597999943,39.512277930000039,-123.781431388999977,39.512700693000056,15.484974385206483
97,3,41,49.544068825778375,13,-123.781582597999943,39.512277930000039,-123.781987586999946,39.512595303000069,-44.666111506665231
98,3,17,53.155273248667832,14,-123.781582597999943,39.512277930000039,-123.781138794999947,39.512611166000056,45.890574864659314
99,3,10,56.200449790687252,15,-123.781582597999943,39.512277930000039,-123.781429749999973,39.512770085000056,13.526043540208983
100,3,14,57.889704183022957,16,-123.781582597999943,39.512277930000039,-123.781172821999974,39.512691600000039,37.498508814930602
101,3,13,60.684203600498861,17,-123.781582597999943,39.512277930000039,-123.781256368999948,39.512762592000058,27.536294952410181
102,3,11,63.403465558420734,18,-123.781582597999943,39.512277930000039,-123.781370667999965,39.512824900000055,16.705491533952706
103,3,12,64.906070974237366,19,-123.781582597999943,39.512277930000039,-123.781308273999969,39.512822553000035,21.313264080173528
104,3,19,70.522438438506995,20,-123.781582597999943,39.512277930000039,-123.781141536999939,39.512813424000058,32.537113679977089
105,3,20,80.311026132871035,21,-123.781582597999943,39.512277930000039,-123.781049416999963,39.512871803000053,34.815351840839618
106,3,32,82.000323613523847,22,-123.781582597999943,39.512277930000039,-123.781330648999983,39.512990254000044,15.321215033838090
107,3,34,82.867342495613897,23,-123.781582597999943,39.512277930000039,-123.781512799999973,39.513022352000064,4.153821719400701
108,3,33,84.206588880521309,24,-123.781582597999943,39.512277930000039,-123.781267862999982,39.512996127000065,18.749331922444735
109,3,35,86.516629749221480,25,-123.781582597999943,39.512277930000039,-123.781363099999965,39.513038408000057,12.602190130197709
110,3,31,92.380021725405626,26,-123.781582597999943,39.512277930000039,-123.781206026999939,39.513057192000076,20.521145546796156
111,3,30,93.669535827849032,27,-123.781582597999943,39.512277930000039,-123.781276195999965,39.513087538000036,16.338126721912591
112,3,36,97.882346740978377,28,-123.781582597999943,39.512277930000039,-123.781479998999941,39.513155963000031,5.171727130899863
113,3,37,104.210110668060480,29,-123.781582597999943,39.512277930000039,-123.781690982999976,39.513212784000075,-5.131527751956577
